ResidentDate,Total_Admissions,ResidentDate_year,ResidentDate_month,ResidentDate_day,ResidentDate_weekday,is_weekend,season,temperature_max,temperature_min,temp_range,precipitation,is_rain,Festival,pandemic_flag,disaster_flag,Total_Admissions_Lag1,Total_Admissions_Lag7,Total_Admissions_MA7,Total_Admissions_MA14,Total_Admissions_EMA,Total_Admissions_Rolling_Std,Total_Admissions_Rolling_Min,Total_Admissions_Rolling_Max
2017-12-30,27,2017,12,30,5,1,1,27.6,21.5,6.100000000000001,51.8,1,0,0,0,35.0,15.0,24.857142857142858,26.285714285714285,27.059398147101312,5.336308693862737,18.0,35.0
2017-12-31,31,2017,12,31,6,1,1,27.9,22.2,5.699999999999999,21.599999999999998,1,1,0,0,27.0,18.0,26.714285714285715,27.285714285714285,28.044548610325982,4.785891965429857,22.0,35.0
2018-01-01,22,2018,1,1,0,0,1,29.3,21.7,7.600000000000001,6.800000000000001,1,1,0,0,31.0,23.0,26.571428571428573,26.857142857142858,26.533411457744485,4.928053803046237,22.0,35.0
2018-01-02,27,2018,1,2,1,0,1,28.4,20.9,7.5,112.5,1,0,0,0,22.0,23.0,27.142857142857142,27.071428571428573,26.650058593308366,4.67006678855109,22.0,35.0
2018-01-03,24,2018,1,3,2,0,1,28.0,22.5,5.5,0.0,0,0,0,0,27.0,22.0,27.428571428571427,26.642857142857142,25.987543944981276,4.353433237386898,22.0,35.0
2018-01-04,23,2018,1,4,3,0,1,28.1,22.0,6.100000000000001,0.0,0,0,0,0,24.0,26.0,27.0,25.928571428571427,25.24065795873596,4.654746681256754,22.0,35.0
2018-01-05,31,2018,1,5,4,0,1,27.1,20.1,7.0,0.0,0,0,0,0,23.0,35.0,26.428571428571427,24.785714285714285,26.680493469051967,3.6449573777643134,22.0,31.0
2018-01-06,22,2018,1,6,5,1,1,27.0,20.4,6.600000000000001,0.0,0,0,0,0,31.0,27.0,25.714285714285715,25.285714285714285,25.510370101788975,3.9880774697548524,22.0,31.0
2018-01-07,23,2018,1,7,6,1,1,27.1,19.5,7.600000000000001,0.0,0,1,0,0,22.0,31.0,24.571428571428573,25.642857142857142,24.88277757634173,3.3094381626471807,22.0,31.0
2018-01-08,28,2018,1,8,0,0,1,27.5,19.4,8.100000000000001,0.0,0,0,0,0,23.0,22.0,25.428571428571427,26.0,25.662083182256296,3.309438162647155,22.0,31.0
2018-01-09,20,2018,1,9,1,0,1,27.7,23.9,3.8000000000000007,112.1,1,0,0,0,28.0,27.0,24.428571428571427,25.785714285714285,24.246562386692222,3.7796447300928833,20.0,31.0
2018-01-10,23,2018,1,10,2,0,1,26.6,23.6,3.0,1436.4,1,0,0,0,20.0,24.0,24.285714285714285,25.857142857142858,23.934921790019168,3.8172540616827195,20.0,31.0
2018-01-11,28,2018,1,11,3,0,1,27.9,23.5,4.399999999999999,0.0,0,0,0,1,23.0,23.0,25.0,26.0,24.951191342514377,4.000000000000563,20.0,31.0
2018-01-12,33,2018,1,12,4,0,1,28.0,21.7,6.300000000000001,0.0,0,0,0,0,28.0,31.0,25.285714285714285,25.857142857142858,26.963393506885783,4.535573676111217,20.0,33.0
2018-01-13,41,2018,1,13,5,1,1,27.9,21.2,6.699999999999999,0.0,0,0,0,0,33.0,22.0,28.0,26.857142857142858,30.472545130164338,7.164728420068498,20.0,41.0
2018-01-14,37,2018,1,14,6,1,1,27.7,21.2,6.5,0.0,0,1,0,0,41.0,23.0,30.0,27.285714285714285,32.104408847623255,7.483314773548118,20.0,41.0
2018-01-15,33,2018,1,15,0,0,1,27.8,21.2,6.600000000000001,0.0,0,0,0,0,37.0,28.0,30.714285714285715,28.071428571428573,32.32830663571744,7.499206307210025,20.0,41.0
2018-01-16,27,2018,1,16,1,0,1,27.7,22.1,5.599999999999998,0.0,0,0,0,0,33.0,20.0,31.714285714285715,28.071428571428573,30.99622997678808,6.18369592057197,23.0,41.0
2018-01-17,26,2018,1,17,2,0,1,27.2,20.4,6.800000000000001,0.0,0,0,0,0,27.0,23.0,32.142857142857146,28.214285714285715,29.74717248259106,5.550632739564644,26.0,41.0
2018-01-18,33,2018,1,18,3,0,1,27.1,19.6,7.5,0.0,0,0,0,0,26.0,28.0,32.857142857142854,28.928571428571427,30.560379361943298,5.241773600241947,26.0,41.0
2018-01-19,44,2018,1,19,4,0,1,27.0,19.6,7.399999999999999,0.0,0,0,0,0,33.0,33.0,34.42857142857143,29.857142857142858,33.920284521457475,6.72946612189384,26.0,44.0
2018-01-20,18,2018,1,20,5,1,1,26.9,20.1,6.799999999999997,0.0,0,0,0,0,44.0,41.0,31.142857142857142,29.571428571428573,29.940213391093106,8.395009855634106,18.0,44.0
2018-01-21,27,2018,1,21,6,1,1,26.9,19.9,7.0,0.0,0,1,0,0,18.0,37.0,29.714285714285715,29.857142857142858,29.20516004331983,8.077010290825365,18.0,44.0
2018-01-22,13,2018,1,22,0,0,1,26.8,20.6,6.199999999999999,20.400000000000002,1,1,0,0,27.0,33.0,26.857142857142858,28.785714285714285,25.15387003248987,10.023781246425656,13.0,44.0
2018-01-23,20,2018,1,23,1,0,1,27.4,21.3,6.099999999999998,0.0,0,0,0,0,13.0,27.0,25.857142857142858,28.785714285714285,23.865402524367404,10.350983390135525,13.0,44.0
2018-01-24,23,2018,1,24,2,0,1,27.7,20.0,7.699999999999999,0.0,0,0,0,0,20.0,26.0,25.428571428571427,28.785714285714285,23.649051893275555,10.40604220084268,13.0,44.0
2018-01-25,37,2018,1,25,3,0,1,28.3,19.9,8.400000000000002,0.0,0,0,0,0,23.0,33.0,26.0,29.428571428571427,26.986788919956666,10.98483803552292,13.0,44.0
2018-01-26,41,2018,1,26,4,0,1,28.3,20.3,8.0,0.0,0,1,0,0,37.0,44.0,25.571428571428573,30.0,30.4900916899675,10.195704043977807,13.0,41.0
2018-01-27,29,2018,1,27,5,1,1,27.7,20.3,7.399999999999999,0.0,0,0,0,0,41.0,18.0,27.142857142857142,29.142857142857142,30.117568767475625,9.668308563352465,13.0,41.0
2018-01-28,31,2018,1,28,6,1,1,27.4,21.0,6.399999999999999,0.0,0,1,0,0,29.0,27.0,27.714285714285715,28.714285714285715,30.338176575606717,9.776064063386276,13.0,41.0
2018-01-29,24,2018,1,29,0,0,1,27.4,21.9,5.5,0.0,0,0,0,0,31.0,13.0,29.285714285714285,28.071428571428573,28.753632431705036,7.674943772091467,20.0,41.0
2018-01-30,24,2018,1,30,1,0,1,27.7,20.4,7.300000000000001,0.0,0,0,0,0,24.0,20.0,29.857142857142858,27.857142857142858,27.56522432377878,6.986381310057975,23.0,41.0
2018-01-31,25,2018,1,31,2,0,1,28.3,19.4,8.900000000000002,0.0,0,1,0,0,24.0,23.0,30.142857142857142,27.785714285714285,26.923918242834084,6.693991620067008,24.0,41.0
2018-02-01,26,2018,2,1,3,0,1,28.0,17.3,10.7,0.0,0,0,0,0,25.0,37.0,28.571428571428573,27.285714285714285,26.692938682125565,6.078847008470009,24.0,41.0
2018-02-02,35,2018,2,2,4,0,1,28.7,17.3,11.399999999999999,0.0,0,0,0,0,26.0,41.0,27.714285714285715,26.642857142857142,28.769704011594172,4.151878519188543,24.0,35.0
2018-02-03,25,2018,2,3,5,1,1,27.4,17.5,9.899999999999999,0.0,0,0,0,0,35.0,29.0,27.142857142857142,27.142857142857142,27.82727800869563,4.220133150687064,24.0,35.0
2018-02-04,26,2018,2,4,6,1,1,26.9,19.6,7.299999999999997,0.0,0,1,0,0,25.0,31.0,26.428571428571427,27.071428571428573,27.37045850652172,3.8668308667932725,24.0,35.0
2018-02-05,31,2018,2,5,0,0,1,28.2,22.4,5.800000000000001,0.0,0,0,0,0,26.0,24.0,27.428571428571427,28.357142857142858,28.277843879891293,4.035556254807799,24.0,35.0
2018-02-06,25,2018,2,6,1,0,1,28.3,20.9,7.400000000000002,0.0,0,0,0,0,31.0,24.0,27.571428571428573,28.714285714285715,27.45838290991847,3.909694909544519,25.0,35.0
2018-02-07,49,2018,2,7,2,0,1,28.8,22.3,6.5,0.0,0,0,0,0,25.0,25.0,31.0,30.571428571428573,32.84378718243885,8.774964387392313,25.0,49.0
2018-02-08,35,2018,2,8,3,0,1,29.6,23.1,6.5,0.0,0,0,0,0,49.0,26.0,32.285714285714285,30.428571428571427,33.38284038682914,8.577378887016224,25.0,49.0
2018-02-09,46,2018,2,9,4,0,1,28.8,21.5,7.300000000000001,0.0,0,0,0,0,35.0,35.0,33.857142857142854,30.785714285714285,36.53713029012185,10.040394604273608,25.0,49.0
2018-02-10,26,2018,2,10,5,1,1,28.6,22.7,5.900000000000002,0.0,0,1,0,0,46.0,25.0,34.0,30.571428571428573,33.902847717591385,9.899494936611804,25.0,49.0
2018-02-11,30,2018,2,11,6,1,1,28.8,23.4,5.400000000000002,0.0,0,1,0,0,26.0,26.0,34.57142857142857,30.5,32.92713578819354,9.466733735510378,25.0,49.0
2018-02-12,26,2018,2,12,0,0,1,29.0,24.3,4.699999999999999,26.0,1,0,0,0,30.0,31.0,33.857142857142854,30.642857142857142,31.195351841145154,9.957050624701067,25.0,49.0
2018-02-13,33,2018,2,13,1,0,1,28.5,22.9,5.600000000000001,7.6000000000000005,1,1,0,0,26.0,25.0,35.0,31.285714285714285,31.646513880858866,9.201449161228313,26.0,49.0
2018-02-14,34,2018,2,14,2,0,1,28.8,24.1,4.699999999999999,14.200000000000001,1,1,0,0,33.0,49.0,32.857142857142854,31.928571428571427,32.234885410644154,6.841748592978753,26.0,46.0
2018-02-15,47,2018,2,15,3,0,1,29.3,23.7,5.600000000000001,9.700000000000001,1,0,0,0,34.0,35.0,34.57142857142857,33.42857142857143,35.926164057983115,8.715066319448383,26.0,47.0
2018-02-16,33,2018,2,16,4,0,1,29.4,22.0,7.399999999999999,0.0,0,1,0,0,47.0,46.0,32.714285714285715,33.285714285714285,35.19462304348734,7.111359122659433,26.0,47.0
2018-02-17,42,2018,2,17,5,1,1,29.0,21.4,7.600000000000001,0.0,0,0,0,0,33.0,26.0,35.0,34.5,36.8959672826155,7.1647284200684025,26.0,47.0
2018-02-18,31,2018,2,18,6,1,1,28.9,20.6,8.299999999999997,0.0,0,1,0,0,42.0,30.0,35.142857142857146,34.857142857142854,35.42197546196162,7.057586259446379,26.0,47.0
2018-02-19,30,2018,2,19,0,0,1,28.2,21.6,6.599999999999998,0.0,0,1,0,0,31.0,26.0,35.714285714285715,34.785714285714285,34.06648159647122,6.317021600783419,30.0,47.0
2018-02-20,32,2018,2,20,1,0,1,28.4,20.7,7.699999999999999,0.0,0,0,0,0,30.0,33.0,35.57142857142857,35.285714285714285,33.549861197353415,6.399404734222035,30.0,47.0
2018-02-21,29,2018,2,21,2,0,1,28.8,21.0,7.800000000000001,0.0,0,0,0,0,32.0,34.0,34.857142857142854,33.857142857142854,32.41239589801506,6.866065623256142,29.0,47.0
2018-02-22,31,2018,2,22,3,0,1,29.0,20.0,9.0,0.0,0,0,0,0,29.0,47.0,32.57142857142857,33.57142857142857,32.0592969235113,4.353433237386794,29.0,42.0
2018-02-23,30,2018,2,23,4,0,1,28.6,19.7,8.900000000000002,0.0,0,0,0,0,31.0,33.0,32.142857142857146,32.42857142857143,31.544472692633473,4.450789122113854,29.0,42.0
2018-02-24,29,2018,2,24,5,1,1,28.8,22.0,6.800000000000001,0.0,0,0,0,0,30.0,42.0,30.285714285714285,32.642857142857146,30.908354519475104,1.1126972805299802,29.0,32.0
2018-02-25,27,2018,2,25,6,1,1,30.3,22.6,7.699999999999999,0.0,0,1,0,0,29.0,31.0,29.714285714285715,32.42857142857143,29.93126588960633,1.6035674514756983,27.0,32.0
2018-02-26,23,2018,2,26,0,0,1,30.8,21.3,9.5,0.0,0,0,0,0,27.0,30.0,28.714285714285715,32.214285714285715,28.19844941720475,2.9840847683612823,23.0,32.0
2018-02-27,30,2018,2,27,1,0,1,30.5,20.7,9.8,0.0,0,0,0,0,23.0,32.0,28.428571428571427,32.0,28.64883706290356,2.6992062325280464,23.0,31.0
2018-02-28,37,2018,2,28,2,0,1,29.8,20.9,8.900000000000002,0.0,0,0,0,0,30.0,29.0,29.571428571428573,32.214285714285715,30.73662779717767,4.237025012008387,23.0,37.0
2018-03-01,33,2018,3,1,3,0,2,31.0,22.0,9.0,0.0,0,1,0,0,37.0,31.0,29.857142857142858,31.214285714285715,31.30247084788325,4.413183712037619,23.0,37.0
2018-03-02,43,2018,3,2,4,0,2,31.3,22.1,9.2,0.0,0,1,0,0,33.0,30.0,31.714285714285715,31.928571428571427,34.226853135912435,6.651172470933115,23.0,43.0
2018-03-03,37,2018,3,3,5,1,2,31.0,20.9,10.100000000000001,0.0,0,0,0,0,43.0,29.0,32.857142857142854,31.571428571428573,34.92013985193432,6.792853387410933,23.0,43.0
2018-03-04,29,2018,3,4,6,1,2,30.9,20.2,10.7,0.0,0,1,0,0,37.0,27.0,33.142857142857146,31.428571428571427,33.44010488895074,6.542898731413072,23.0,43.0
2018-03-05,40,2018,3,5,0,0,2,29.3,19.8,9.5,0.0,0,0,0,0,29.0,23.0,35.57142857142857,32.142857142857146,35.08007866671306,5.159365040298089,29.0,43.0
2018-03-06,34,2018,3,6,1,0,2,29.6,21.7,7.900000000000002,0.0,0,0,0,0,40.0,30.0,36.142857142857146,32.285714285714285,34.81005900003479,4.634241089562868,29.0,43.0
2018-03-07,41,2018,3,7,2,0,2,30.5,21.3,9.2,0.0,0,0,0,0,34.0,37.0,36.714285714285715,33.142857142857146,36.357544250026095,4.990467102863634,29.0,43.0
2018-03-08,30,2018,3,8,3,0,2,31.1,20.1,11.0,0.0,0,0,0,0,41.0,33.0,36.285714285714285,33.07142857142857,34.768158187519575,5.468524655221391,29.0,43.0
2018-03-09,43,2018,3,9,4,0,2,30.3,21.9,8.400000000000002,0.0,0,0,0,0,30.0,43.0,36.285714285714285,34.0,36.82611864063968,5.468524655221391,29.0,43.0
2018-03-10,29,2018,3,10,5,1,2,30.7,22.4,8.3,0.0,0,0,0,0,43.0,37.0,35.142857142857146,34.0,34.86958898047976,6.0944940022006495,29.0,43.0
2018-03-11,20,2018,3,11,6,1,2,29.7,23.1,6.599999999999998,0.0,0,1,0,0,29.0,29.0,33.857142857142854,33.5,31.15219173535982,8.19407451411445,20.0,43.0
2018-03-12,54,2018,3,12,0,0,2,30.7,24.1,6.599999999999998,9.3,1,0,0,0,20.0,40.0,35.857142857142854,35.714285714285715,36.864143801519866,11.126972805283843,20.0,54.0
2018-03-13,35,2018,3,13,1,0,2,30.8,25.8,5.0,51.0,1,0,0,0,54.0,34.0,36.0,36.07142857142857,36.3981078511399,11.105554165971894,20.0,54.0
2018-03-14,52,2018,3,14,2,0,2,31.2,25.2,6.0,20.200000000000003,1,0,0,0,35.0,41.0,37.57142857142857,37.142857142857146,40.29858088835492,12.60763185346015,20.0,54.0
2018-03-15,29,2018,3,15,3,0,2,31.3,24.5,6.800000000000001,0.0,0,0,0,0,52.0,30.0,37.42857142857143,36.857142857142854,37.473935666266186,12.712948030219021,20.0,54.0
2018-03-16,32,2018,3,16,4,0,2,31.1,25.7,5.400000000000002,174.79999999999998,1,0,0,0,29.0,43.0,35.857142857142854,36.07142857142857,36.10545174969964,12.588732679511184,20.0,54.0
2018-03-17,26,2018,3,17,5,1,2,28.4,25.4,3.0,380.0,1,0,0,0,32.0,29.0,35.42857142857143,35.285714285714285,33.57908881227473,12.908100077821294,20.0,54.0
2018-03-18,32,2018,3,18,6,1,2,30.7,25.0,5.699999999999999,0.0,0,1,0,0,26.0,20.0,37.142857142857146,35.5,33.18431660920605,11.201615529743583,26.0,54.0
2018-03-19,55,2018,3,19,0,0,2,30.6,24.8,5.800000000000001,0.0,0,0,0,0,32.0,54.0,37.285714285714285,36.57142857142857,38.638237456904534,11.455919659202282,26.0,55.0
2018-03-20,69,2018,3,20,1,0,2,31.0,22.6,8.399999999999999,0.0,0,1,0,0,55.0,35.0,42.142857142857146,39.07142857142857,46.2286780926784,16.446160356636184,26.0,69.0
2018-03-21,50,2018,3,21,2,0,2,32.5,23.4,9.100000000000001,0.0,0,0,0,0,69.0,52.0,41.857142857142854,39.714285714285715,47.1715085695088,16.26272395621938,26.0,69.0
2018-03-22,48,2018,3,22,3,0,2,33.1,23.9,9.200000000000003,0.0,0,0,0,0,50.0,29.0,44.57142857142857,41.0,47.3786314271316,15.317279380459452,26.0,69.0
2018-03-23,50,2018,3,23,4,0,2,32.9,24.7,8.2,0.0,0,0,0,0,48.0,32.0,47.142857142857146,41.5,48.0339735703487,14.334440710268074,26.0,69.0
2018-03-24,50,2018,3,24,5,1,2,32.0,25.3,6.699999999999999,0.0,0,0,0,0,50.0,26.0,50.57142857142857,43.0,48.52548017776152,10.891237194141313,32.0,69.0
2018-03-25,55,2018,3,25,6,1,2,30.9,25.3,5.599999999999998,0.0,0,1,0,0,50.0,32.0,53.857142857142854,45.5,50.14411013332114,7.1978832867394225,48.0,69.0
2018-03-26,30,2018,3,26,0,0,2,31.1,24.4,6.700000000000003,0.0,0,0,0,0,55.0,55.0,50.285714285714285,43.785714285714285,45.10808259999086,11.470458952083312,30.0,69.0
2018-03-27,34,2018,3,27,1,0,2,31.9,24.8,7.099999999999998,0.0,0,0,0,0,30.0,69.0,45.285714285714285,43.714285714285715,42.33106194999314,9.393513466115637,30.0,55.0
2018-03-28,38,2018,3,28,2,0,2,32.8,26.0,6.799999999999997,46.8,1,0,0,0,34.0,50.0,43.57142857142857,42.714285714285715,41.24829646249486,9.484322904265854,30.0,55.0
2018-03-29,32,2018,3,29,3,0,2,33.5,26.4,7.100000000000001,0.0,0,1,0,0,38.0,48.0,41.285714285714285,42.92857142857143,38.93622234687114,10.144198435793895,30.0,55.0
2018-03-30,48,2018,3,30,4,0,2,33.1,25.9,7.200000000000003,33.6,1,1,0,0,32.0,50.0,41.0,44.07142857142857,41.202166760153354,9.882644720249136,30.0,55.0
2018-03-31,46,2018,3,31,5,1,2,32.9,26.1,6.799999999999997,123.0,1,1,0,0,48.0,50.0,40.42857142857143,45.5,42.40162507011502,9.37829307242968,30.0,55.0
2018-04-01,39,2018,4,1,6,1,2,31.4,26.3,5.099999999999998,103.6,1,1,0,0,46.0,55.0,38.142857142857146,46.0,41.55121880258626,6.841748592978685,30.0,48.0
2018-04-02,36,2018,4,2,0,0,2,31.6,26.4,5.200000000000003,50.4,1,0,0,0,39.0,30.0,39.0,44.642857142857146,40.16341410193969,5.972157622389792,32.0,48.0
2018-04-03,33,2018,4,3,1,0,2,31.3,26.2,5.100000000000001,7.800000000000001,1,0,0,0,36.0,34.0,38.857142857142854,42.07142857142857,38.372560576454774,6.121780008804003,32.0,48.0
2018-04-04,27,2018,4,4,2,0,2,31.6,25.4,6.200000000000003,0.0,0,0,0,0,33.0,38.0,37.285714285714285,40.42857142857143,35.529420432341084,7.609517849690878,27.0,48.0
2018-04-05,34,2018,4,5,3,0,2,31.6,25.0,6.600000000000001,0.0,0,0,0,0,27.0,32.0,37.57142857142857,39.42857142857143,35.14706532425581,7.412987316351153,27.0,48.0
2018-04-06,40,2018,4,6,4,0,2,31.6,25.5,6.100000000000001,0.0,0,0,0,0,34.0,48.0,36.42857142857143,38.714285714285715,36.36029899319186,6.023762469231055,27.0,46.0
2018-04-07,23,2018,4,7,5,1,2,31.9,25.9,6.0,6.9,1,0,0,0,40.0,46.0,33.142857142857146,36.785714285714285,33.020224244893896,6.202917900165489,23.0,40.0
2018-04-08,31,2018,4,8,6,1,2,30.8,25.8,5.0,61.2,1,1,0,0,23.0,39.0,32.0,35.07142857142857,32.515168183670426,5.656854249492661,23.0,40.0
2018-04-09,35,2018,4,9,0,0,2,31.7,26.6,5.099999999999998,16.6,1,0,0,0,31.0,36.0,31.857142857142858,35.42857142857143,33.13637613775282,5.550632739564654,23.0,40.0
2018-04-10,23,2018,4,10,1,0,2,32.1,25.4,6.700000000000003,13.0,1,0,0,0,35.0,33.0,30.428571428571427,34.642857142857146,30.602282103314614,6.425396041157135,23.0,40.0
2018-04-11,24,2018,4,11,2,0,2,31.9,26.1,5.799999999999997,113.4,1,0,0,0,23.0,27.0,30.0,33.642857142857146,28.95171157748596,6.782329983125533,23.0,40.0
2018-04-12,19,2018,4,12,3,0,2,32.5,26.5,6.0,24.8,1,0,0,0,24.0,34.0,27.857142857142858,32.714285714285715,26.46378368311447,7.625146368618846,19.0,40.0
2018-04-13,29,2018,4,13,4,0,2,31.9,26.8,5.099999999999998,53.6,1,0,0,0,19.0,40.0,26.285714285714285,31.357142857142858,27.097837762335853,5.55920515044788,19.0,35.0
2018-04-14,17,2018,4,14,5,1,2,32.5,26.6,5.899999999999999,28.0,1,1,0,0,29.0,23.0,25.428571428571427,29.285714285714285,24.57337832175189,6.528326555791471,17.0,35.0
2018-04-15,28,2018,4,15,6,1,2,32.1,27.3,4.800000000000001,89.7,1,1,0,0,17.0,31.0,25.0,28.5,25.430033741313917,6.191391873669274,17.0,35.0
2018-04-16,26,2018,4,16,0,0,2,32.8,27.4,5.399999999999999,59.4,1,0,0,0,28.0,35.0,23.714285714285715,27.785714285714285,25.572525305985437,4.4614753058564345,17.0,29.0
2018-04-17,25,2018,4,17,1,0,2,33.1,27.2,5.900000000000002,13.600000000000001,1,0,0,0,26.0,23.0,24.0,27.214285714285715,25.429393979489078,4.472135955000116,17.0,29.0
2018-04-18,28,2018,4,18,2,0,2,33.6,26.2,7.400000000000002,0.0,0,0,0,0,25.0,24.0,24.571428571428573,27.285714285714285,26.072045484616808,4.720774754817155,17.0,29.0
2018-04-19,39,2018,4,19,3,0,2,34.7,27.9,6.800000000000004,0.0,0,0,0,0,28.0,19.0,27.428571428571427,27.642857142857142,29.304034113462606,6.502746672423769,17.0,39.0
2018-04-20,43,2018,4,20,4,0,2,34.6,27.9,6.700000000000003,0.0,0,0,0,0,39.0,29.0,29.428571428571427,27.857142857142858,32.72802558509696,8.810167286666658,17.0,43.0
2018-04-21,22,2018,4,21,5,1,2,33.6,28.4,5.200000000000003,6.7,1,0,0,0,43.0,17.0,30.142857142857142,27.785714285714285,30.04601918882272,7.776643908280362,22.0,43.0
2018-04-22,25,2018,4,22,6,1,2,34.1,27.2,6.900000000000002,0.0,0,1,0,0,22.0,28.0,29.714285714285715,27.357142857142858,28.784514391617037,7.994045402971238,22.0,43.0
2018-04-23,24,2018,4,23,0,0,2,33.4,27.4,6.0,7.1000000000000005,1,0,0,0,25.0,26.0,29.428571428571427,26.571428571428573,27.588385793712778,8.182443458551038,22.0,43.0
2018-04-24,19,2018,4,24,1,0,2,33.7,27.0,6.700000000000003,0.0,0,0,0,0,24.0,25.0,28.571428571428573,26.285714285714285,25.441289345284584,8.99735410842459,19.0,43.0
2018-04-25,30,2018,4,25,2,0,2,34.1,27.8,6.300000000000001,7.2,1,0,0,0,19.0,28.0,28.857142857142858,26.714285714285715,26.580967008963437,9.00793301167704,19.0,43.0
2018-04-26,35,2018,4,26,3,0,2,34.0,27.5,6.5,8.200000000000001,1,0,0,0,30.0,39.0,28.285714285714285,27.857142857142858,28.685725256722577,8.360906763310176,19.0,43.0
2018-04-27,31,2018,4,27,4,0,2,33.4,27.7,5.699999999999999,0.0,0,0,0,0,35.0,43.0,26.571428571428573,28.0,29.264293942541933,5.623081683476767,19.0,35.0
2018-04-28,29,2018,4,28,5,1,2,33.0,27.4,5.600000000000001,23.099999999999998,1,0,0,0,31.0,22.0,27.571428571428573,28.857142857142858,29.198220456906448,5.287001130355945,19.0,35.0
2018-04-29,31,2018,4,29,6,1,2,33.6,27.2,6.400000000000002,7.800000000000001,1,1,0,0,29.0,25.0,28.428571428571427,29.071428571428573,29.648665342679834,5.287001130355929,19.0,35.0
2018-04-30,28,2018,4,30,0,0,2,34.8,28.1,6.699999999999996,0.0,0,1,0,0,31.0,24.0,29.0,29.214285714285715,29.236499007009876,4.932882862316633,19.0,35.0
2018-05-01,32,2018,5,1,1,0,2,35.6,28.9,6.700000000000003,0.0,0,1,0,0,28.0,19.0,30.857142857142858,29.714285714285715,29.927374255257405,2.267786838056124,28.0,35.0
2018-05-02,30,2018,5,2,2,0,2,34.8,28.8,5.9999999999999964,7.6000000000000005,1,0,0,0,32.0,30.0,30.857142857142858,29.857142857142858,29.945530691443054,2.267786838056124,28.0,35.0
2018-05-03,26,2018,5,3,3,0,2,33.9,26.2,7.699999999999999,62.0,1,0,0,0,30.0,35.0,29.571428571428573,28.928571428571427,28.95914801858229,2.070196678027956,26.0,32.0
2018-05-04,47,2018,5,4,4,0,2,33.0,27.3,5.699999999999999,83.0,1,0,0,0,26.0,31.0,31.857142857142858,29.214285714285715,33.46936101393672,6.962484504556812,26.0,47.0
2018-05-05,32,2018,5,5,5,1,2,32.7,27.5,5.200000000000003,49.199999999999996,1,0,0,0,47.0,29.0,32.285714285714285,29.928571428571427,33.10202076045254,6.848705126136259,26.0,47.0
2018-05-06,38,2018,5,6,6,1,2,33.3,27.6,5.699999999999996,34.4,1,1,0,0,32.0,31.0,33.285714285714285,30.857142857142858,34.3265155703394,7.134757312254206,26.0,47.0
2018-05-07,27,2018,5,7,0,0,2,34.8,27.8,6.9999999999999964,0.0,0,0,0,0,38.0,28.0,33.142857142857146,31.071428571428573,32.49488667775455,7.267016155859762,26.0,47.0
2018-05-08,33,2018,5,8,1,0,2,34.5,28.5,6.0,0.0,0,0,0,0,27.0,32.0,33.285714285714285,32.07142857142857,32.62116500831591,7.25061573739993,26.0,47.0
2018-05-09,33,2018,5,9,2,0,2,33.4,28.2,5.199999999999999,17.0,1,1,0,0,33.0,30.0,33.714285714285715,32.285714285714285,32.71587375623693,7.111359122659427,26.0,47.0
2018-05-10,42,2018,5,10,3,0,2,32.8,27.9,4.899999999999999,44.4,1,0,0,0,33.0,26.0,36.0,32.785714285714285,35.0369053171777,6.782329983125448,27.0,47.0
2018-05-11,47,2018,5,11,4,0,2,34.5,27.9,6.600000000000001,0.0,0,0,0,0,42.0,47.0,36.0,33.92857142857143,38.02767898788328,6.782329983125448,27.0,47.0
2018-05-12,39,2018,5,12,5,1,2,34.2,28.3,5.900000000000002,8.1,1,0,0,0,47.0,32.0,37.0,34.642857142857146,38.270759240912454,6.608075867199841,27.0,47.0
2018-05-13,35,2018,5,13,6,1,2,34.2,28.4,5.800000000000004,0.0,0,1,0,0,39.0,38.0,36.57142857142857,34.92857142857143,37.45306943068434,6.62965918825269,27.0,47.0
2018-05-14,37,2018,5,14,0,0,2,33.7,27.7,6.0000000000000036,0.0,0,0,0,0,35.0,27.0,38.0,35.57142857142857,37.33980207301325,5.1316014394470875,33.0,47.0
2018-05-15,35,2018,5,15,1,0,2,33.3,26.9,6.399999999999999,76.5,1,0,0,0,37.0,33.0,38.285714285714285,35.785714285714285,36.75485155475994,4.855041562276331,33.0,47.0
2018-05-16,40,2018,5,16,2,0,2,33.2,27.6,5.600000000000001,0.0,0,0,0,0,35.0,33.0,39.285714285714285,36.5,37.56613866606995,4.270608298368872,35.0,47.0
2018-05-17,39,2018,5,17,3,0,2,33.8,27.9,5.899999999999999,0.0,0,0,0,0,40.0,42.0,38.857142857142854,37.42857142857143,37.92460399955247,4.099941927579673,35.0,47.0
2018-05-18,42,2018,5,18,4,0,2,34.2,27.5,6.700000000000003,0.0,0,0,0,0,39.0,47.0,38.142857142857146,37.07142857142857,38.94345299966435,2.60950643025187,35.0,42.0
2018-05-19,35,2018,5,19,5,1,2,35.3,27.9,7.399999999999999,0.0,0,0,0,0,42.0,39.0,37.57142857142857,37.285714285714285,37.957589749748266,2.8199966227609408,35.0,42.0
2018-05-20,25,2018,5,20,6,1,2,34.6,28.0,6.600000000000001,0.0,0,1,0,0,35.0,35.0,36.142857142857146,36.357142857142854,34.7181923123112,5.550632739564586,25.0,42.0
