ResidentDate,Total_Admissions,ResidentDate_year,ResidentDate_month,ResidentDate_day,ResidentDate_weekday,is_weekend,season,temperature_max,temperature_min,temp_range,precipitation,is_rain,Festival,pandemic_flag,disaster_flag,Total_Admissions_Lag1,Total_Admissions_Lag7,Total_Admissions_MA7,Total_Admissions_MA14,Total_Admissions_EMA,Total_Admissions_Rolling_Std,Total_Admissions_Rolling_Min,Total_Admissions_Rolling_Max
2019-07-09,37,2019,7,9,1,0,3,36.7,27.8,8.900000000000002,108.0,1,0,0,0,47.0,47.0,30.714285714285715,36.357142857142854,35.20148779743767,10.011897684160552,19.0,47.0
2019-07-10,42,2019,7,10,2,0,3,34.9,25.3,9.599999999999998,9.8,1,0,0,0,37.0,32.0,32.142857142857146,37.714285714285715,36.901115848078256,10.899978156378467,19.0,47.0
2019-07-11,42,2019,7,11,3,0,3,34.3,26.9,7.399999999999999,30.9,1,0,0,0,42.0,19.0,35.42857142857143,37.0,38.17583688605869,9.67569365053746,21.0,47.0
2019-07-12,16,2019,7,12,4,0,3,33.7,26.1,7.600000000000001,62.699999999999996,1,0,0,0,42.0,21.0,34.714285714285715,34.857142857142854,32.63187766454402,11.01081719211152,16.0,47.0
2019-07-13,47,2019,7,13,5,1,3,33.1,26.6,6.5,85.60000000000001,1,0,0,0,16.0,24.0,38.0,34.214285714285715,36.223908248408016,10.708252269472805,16.0,47.0
2019-07-14,32,2019,7,14,6,1,3,33.5,26.6,6.899999999999999,28.5,1,1,0,0,47.0,35.0,37.57142857142857,33.857142857142854,35.167931186306014,10.906529280774146,16.0,47.0
2019-07-15,38,2019,7,15,0,0,3,33.9,26.3,7.599999999999998,166.6,1,0,0,0,32.0,47.0,36.285714285714285,34.214285714285715,35.87594838972951,10.111285538352595,16.0,47.0
2019-07-16,49,2019,7,16,1,0,3,33.9,26.4,7.5,0.0,0,1,0,0,38.0,37.0,38.0,34.357142857142854,39.15696129229713,11.210114480533615,16.0,49.0
2019-07-17,26,2019,7,17,2,0,3,33.0,27.2,5.800000000000001,47.5,1,0,0,0,49.0,42.0,35.714285714285715,33.92857142857143,35.86772096922285,11.87033116238823,16.0,49.0
2019-07-18,41,2019,7,18,3,0,3,34.3,26.3,7.9999999999999964,1090.0,1,0,0,0,26.0,42.0,35.57142857142857,35.5,37.15079072691714,11.787806452109066,16.0,49.0
2019-07-19,29,2019,7,19,4,0,3,32.1,26.0,6.100000000000001,160.0,1,0,0,0,41.0,16.0,37.42857142857143,36.07142857142857,35.11309304518785,8.847921466972748,26.0,49.0
2019-07-20,27,2019,7,20,5,1,3,32.1,27.0,5.100000000000001,218.4,1,0,0,0,29.0,47.0,34.57142857142857,36.285714285714285,33.08481978389089,8.462803768199459,26.0,49.0
2019-07-21,23,2019,7,21,6,1,3,33.9,26.5,7.399999999999999,278.8,1,1,0,0,27.0,32.0,33.285714285714285,35.42857142857143,30.56361483791817,9.534398874851284,23.0,49.0
2019-07-22,31,2019,7,22,0,0,3,27.8,25.7,2.1000000000000014,1046.5,1,0,0,0,23.0,38.0,32.285714285714285,34.285714285714285,30.67271112843863,9.322272357358244,23.0,49.0
2019-07-23,27,2019,7,23,1,0,3,30.8,25.2,5.600000000000001,957.0,1,0,0,0,31.0,49.0,29.142857142857142,33.57142857142857,29.75453334632897,5.78586125621715,23.0,41.0
2019-07-24,25,2019,7,24,2,0,3,33.1,25.9,7.200000000000003,445.90000000000003,1,0,0,0,27.0,26.0,29.0,32.357142857142854,28.565900009746727,5.887840577552259,23.0,41.0
2019-07-25,31,2019,7,25,3,0,3,32.3,25.0,7.299999999999997,246.5,1,0,0,0,25.0,41.0,27.571428571428573,31.571428571428573,29.174425007310045,2.9920529661731323,23.0,31.0
2019-07-26,45,2019,7,26,4,0,3,31.7,26.3,5.399999999999999,475.2,1,0,0,0,31.0,29.0,29.857142857142858,33.642857142857146,33.13081875548254,7.289914755527754,23.0,45.0
2019-07-27,30,2019,7,27,5,1,3,31.4,26.6,4.799999999999997,86.4,1,0,0,0,45.0,27.0,30.285714285714285,32.42857142857143,32.3481140666119,7.1813249871756,23.0,45.0
2019-07-28,26,2019,7,28,6,1,3,33.0,26.9,6.100000000000001,139.20000000000002,1,1,0,0,30.0,23.0,30.714285714285715,32.0,30.761085549958924,6.75066134326353,25.0,45.0
2019-07-29,38,2019,7,29,0,0,3,33.0,26.4,6.600000000000001,0.0,0,0,0,0,26.0,31.0,31.714285714285715,32.0,32.57081416246919,7.29644401322309,25.0,45.0
2019-07-30,33,2019,7,30,1,0,3,33.5,26.6,6.899999999999999,0.0,0,0,0,0,38.0,27.0,32.57142857142857,30.857142857142858,32.67811062185189,6.996597812679006,25.0,45.0
2019-07-31,35,2019,7,31,2,0,3,34.1,27.0,7.100000000000001,0.0,0,0,0,0,33.0,25.0,34.0,31.5,33.25858296638892,6.164414002969258,26.0,45.0
2019-08-01,50,2019,8,1,3,0,3,33.9,27.7,6.199999999999999,0.0,0,0,0,0,35.0,31.0,36.714285714285715,32.142857142857146,37.44393722479169,8.400680244565411,26.0,50.0
2019-08-02,35,2019,8,2,4,0,3,32.5,26.8,5.699999999999999,19.0,1,0,0,0,50.0,45.0,35.285714285714285,32.57142857142857,36.83295291859377,7.565586245499979,26.0,50.0
2019-08-03,31,2019,8,3,5,1,3,34.2,27.2,7.0000000000000036,0.0,0,0,0,0,35.0,30.0,35.42857142857143,32.857142857142854,35.374714688945325,7.457817885886651,26.0,50.0
2019-08-04,48,2019,8,4,6,1,3,35.3,27.6,7.699999999999996,30.9,1,1,0,0,31.0,26.0,38.57142857142857,34.642857142857146,38.531036016708995,7.457817885886614,31.0,50.0
2019-08-05,29,2019,8,5,0,0,3,31.6,26.4,5.200000000000003,550.8,1,0,0,0,48.0,38.0,37.285714285714285,34.5,36.14827701253175,8.300889223737709,29.0,50.0
2019-08-06,33,2019,8,6,1,0,3,35.3,27.0,8.299999999999997,57.599999999999994,1,0,0,0,29.0,33.0,37.285714285714285,34.92857142857143,35.36120775939881,8.300889223737709,29.0,50.0
2019-08-07,29,2019,8,7,2,0,3,35.6,27.6,8.0,320.0,1,0,0,0,33.0,35.0,36.42857142857143,35.214285714285715,33.77090581954911,8.866738273968092,29.0,50.0
2019-08-08,45,2019,8,8,3,0,3,33.6,27.7,5.900000000000002,216.0,1,0,0,0,29.0,50.0,35.714285714285715,36.214285714285715,36.57817936466183,7.718252948137406,29.0,48.0
2019-08-09,40,2019,8,9,4,0,3,34.6,27.2,7.400000000000002,0.0,0,0,0,0,45.0,35.0,36.42857142857143,35.857142857142854,37.43363452349637,7.8709834806321375,29.0,48.0
2019-08-10,41,2019,8,10,5,1,3,34.7,27.3,7.400000000000002,86.0,1,0,0,0,40.0,31.0,37.857142857142854,36.642857142857146,38.32522589262228,7.625146368618765,29.0,48.0
2019-08-11,39,2019,8,11,6,1,3,35.5,27.3,8.2,33.3,1,1,0,0,41.0,48.0,36.57142857142857,37.57142857142857,38.49391941946671,6.267831705280329,29.0,45.0
2019-08-12,46,2019,8,12,0,0,3,35.4,27.1,8.299999999999997,10.200000000000001,1,1,0,0,39.0,29.0,39.0,38.142857142857146,40.370439564600034,6.137317546507533,29.0,46.0
2019-08-13,27,2019,8,13,1,0,3,34.7,26.5,8.200000000000003,1244.5,1,0,0,0,46.0,33.0,38.142857142857146,37.714285714285715,37.02782967345003,7.403345447129057,27.0,46.0
2019-08-14,33,2019,8,14,2,0,3,34.6,25.6,9.0,438.59999999999997,1,0,0,0,27.0,29.0,38.714285714285715,37.57142857142857,36.020872255087525,6.7011015441317205,27.0,46.0
2019-08-15,38,2019,8,15,3,0,3,33.3,26.3,6.9999999999999964,145.8,1,1,0,0,33.0,45.0,37.714285714285715,36.714285714285715,36.51565419131565,6.102302453836426,27.0,46.0
2019-08-16,48,2019,8,16,4,0,3,33.4,26.1,7.299999999999997,594.0,1,0,0,0,38.0,40.0,38.857142857142854,37.642857142857146,39.38674064348673,7.244045173533436,27.0,48.0
2019-08-17,29,2019,8,17,5,1,3,32.8,24.9,7.899999999999999,2320.5,1,1,0,0,48.0,41.0,37.142857142857146,37.5,36.790055482615045,8.02970674907829,27.0,48.0
2019-08-18,27,2019,8,18,6,1,3,31.4,24.8,6.599999999999998,2016.0,1,1,0,0,29.0,39.0,35.42857142857143,36.0,34.34254161196128,8.810167286666635,27.0,48.0
2019-08-19,32,2019,8,19,0,0,3,31.7,24.5,7.199999999999999,1082.4,1,0,0,0,27.0,46.0,33.42857142857143,36.214285714285715,33.75690620897096,7.502380574572182,27.0,48.0
2019-08-20,38,2019,8,20,1,0,3,32.7,25.2,7.5000000000000036,1133.6000000000001,1,0,0,0,32.0,27.0,35.0,36.57142857142857,34.81767965672822,7.071067811865716,27.0,48.0
2019-08-21,26,2019,8,21,2,0,3,32.4,25.7,6.699999999999999,579.6,1,0,0,0,38.0,33.0,34.0,36.357142857142854,32.61325974254616,7.852812659593394,26.0,48.0
2019-08-22,30,2019,8,22,3,0,3,31.4,25.2,6.199999999999999,9.0,1,0,0,0,26.0,38.0,32.857142857142854,35.285714285714285,31.959944806909622,7.7551825989373695,26.0,48.0
2019-08-23,48,2019,8,23,4,0,3,32.5,25.4,7.100000000000001,116.39999999999999,1,0,0,0,30.0,48.0,32.857142857142854,35.857142857142854,35.969958605182214,7.7551825989373695,26.0,48.0
2019-08-24,22,2019,8,24,5,1,3,33.0,25.5,7.5,110.19999999999999,1,1,0,0,48.0,29.0,31.857142857142858,34.5,32.47746895388666,8.725987459471918,22.0,48.0
2019-08-25,32,2019,8,25,6,1,3,33.1,25.7,7.400000000000002,9.3,1,1,0,0,22.0,27.0,32.57142857142857,34.0,32.35810171541499,8.46280376819949,22.0,48.0
2019-08-26,48,2019,8,26,0,0,3,32.5,27.2,5.300000000000001,102.0,1,0,0,0,32.0,32.0,34.857142857142854,34.142857142857146,36.26857628656124,10.253919111386656,22.0,48.0
2019-08-27,41,2019,8,27,1,0,3,32.9,26.9,6.0,33.0,1,0,0,0,48.0,38.0,35.285714285714285,35.142857142857146,37.45143221492093,10.467637200984369,22.0,48.0
2019-08-28,36,2019,8,28,2,0,3,32.5,26.7,5.800000000000001,0.0,0,0,0,0,41.0,26.0,36.714285714285715,35.357142857142854,37.08857416119069,9.638711630957992,22.0,48.0
2019-08-29,39,2019,8,29,3,0,3,33.7,26.6,7.100000000000001,360.4,1,0,0,0,36.0,30.0,38.0,35.42857142857143,37.566430620893016,9.183318209304087,22.0,48.0
2019-08-30,50,2019,8,30,4,0,3,35.0,26.1,8.899999999999999,240.0,1,0,0,0,39.0,48.0,38.285714285714285,35.57142857142857,40.67482296566976,9.569296137722525,22.0,50.0
2019-08-31,28,2019,8,31,5,1,3,32.7,25.9,6.800000000000004,51.6,1,0,0,0,50.0,22.0,39.142857142857146,35.5,37.50611722425232,8.008923594520027,28.0,50.0
2019-09-01,43,2019,9,1,6,1,4,30.9,25.9,5.0,363.0,1,1,0,0,28.0,32.0,40.714285714285715,36.642857142857146,38.879587918189245,7.432233529572208,28.0,50.0
2019-09-02,43,2019,9,2,0,0,4,31.1,26.1,5.0,237.6,1,1,0,0,43.0,48.0,40.0,37.42857142857143,39.90969093864193,6.831300510639898,28.0,50.0
2019-09-03,34,2019,9,3,1,0,4,31.8,26.0,5.800000000000001,76.80000000000001,1,0,0,0,43.0,41.0,39.0,37.142857142857146,38.43226820398145,7.164728420068398,28.0,50.0
2019-09-04,44,2019,9,4,2,0,4,31.0,26.1,4.899999999999999,297.0,1,0,0,0,34.0,36.0,40.142857142857146,38.42857142857143,39.82420115298609,7.2440451735334115,28.0,50.0
2019-09-05,52,2019,9,5,3,0,4,33.7,26.4,7.300000000000004,0.0,0,0,0,0,44.0,39.0,42.0,40.0,42.86815086473957,8.465616732800306,28.0,52.0
2019-09-06,54,2019,9,6,4,0,4,35.2,26.8,8.400000000000002,270.0,1,0,0,0,52.0,50.0,42.57142857142857,40.42857142857143,45.65111314855468,9.1988612131638,28.0,54.0
2019-09-07,35,2019,9,7,5,1,4,35.5,26.6,8.899999999999999,36.0,1,0,0,0,54.0,28.0,43.57142857142857,41.357142857142854,42.98833486141601,7.590721152765998,34.0,54.0
2019-09-08,43,2019,9,8,6,1,4,35.3,27.4,7.899999999999999,49.5,1,1,0,0,35.0,43.0,43.57142857142857,42.142857142857146,42.991251146062005,7.590721152765998,34.0,54.0
2019-09-09,53,2019,9,9,0,0,4,34.6,26.3,8.3,598.5,1,0,0,0,43.0,43.0,45.0,42.5,45.4934383595465,8.36660026534083,34.0,54.0
2019-09-10,47,2019,9,10,1,0,4,32.4,25.0,7.399999999999999,1393.2,1,1,0,0,53.0,34.0,46.857142857142854,42.92857142857143,45.87007876965988,6.817344825970839,35.0,54.0
2019-09-11,52,2019,9,11,2,0,4,31.8,25.9,5.900000000000002,463.29999999999995,1,1,0,0,47.0,44.0,48.0,44.07142857142857,47.40255907724491,6.928203230275557,35.0,54.0
2019-09-12,48,2019,9,12,3,0,4,32.7,25.1,7.600000000000001,679.0,1,0,0,0,52.0,52.0,47.42857142857143,44.714285714285715,47.55191930793368,6.704653678780264,35.0,54.0
2019-09-13,37,2019,9,13,4,0,4,31.6,25.9,5.700000000000003,280.0,1,0,0,0,48.0,54.0,45.0,43.785714285714285,44.91393948095026,7.000000000000091,35.0,53.0
2019-09-14,39,2019,9,14,5,1,4,31.8,25.2,6.600000000000001,332.5,1,0,0,0,37.0,35.0,45.57142857142857,44.57142857142857,43.435454610712696,6.160550377391789,37.0,53.0
2019-09-15,24,2019,9,15,6,1,4,31.6,25.5,6.100000000000001,224.0,1,1,0,0,39.0,43.0,42.857142857142854,43.214285714285715,38.57659095803452,10.286375640113746,24.0,53.0
2019-09-16,28,2019,9,16,0,0,4,32.1,25.4,6.700000000000003,1810.5,1,0,0,0,24.0,53.0,39.285714285714285,42.142857142857146,35.93244321852589,10.515294982616082,24.0,52.0
2019-09-17,35,2019,9,17,1,0,4,28.9,25.4,3.5,618.8,1,0,0,0,28.0,47.0,37.57142857142857,42.214285714285715,35.69933241389442,10.014275524755497,24.0,52.0
2019-09-18,29,2019,9,18,2,0,4,30.0,24.5,5.5,2329.0,1,0,0,0,35.0,52.0,34.285714285714285,41.142857142857146,34.024499310420815,8.07701029082535,24.0,48.0
2019-09-19,32,2019,9,19,3,0,4,30.0,24.4,5.600000000000001,2902.9,1,0,0,0,29.0,48.0,32.0,39.714285714285715,33.51837448281561,5.35412613473669,24.0,39.0
2019-09-20,32,2019,9,20,4,0,4,30.4,24.3,6.099999999999998,826.1999999999999,1,0,0,0,32.0,37.0,31.285714285714285,38.142857142857146,33.13878086211171,4.889249625941167,24.0,39.0
2019-09-21,36,2019,9,21,5,1,4,31.0,25.3,5.699999999999999,401.79999999999995,1,0,0,0,32.0,39.0,30.857142857142858,38.214285714285715,33.85408564658378,4.180453381655451,24.0,36.0
2019-09-22,41,2019,9,22,6,1,4,30.7,25.8,4.899999999999999,772.8000000000001,1,1,0,0,36.0,24.0,33.285714285714285,38.07142857142857,35.64056423493784,4.461475305856283,28.0,41.0
2019-09-23,29,2019,9,23,0,0,4,30.1,24.9,5.200000000000003,200.1,1,1,0,0,41.0,28.0,33.42857142857143,36.357142857142854,33.98042317620338,4.276179870599196,29.0,41.0
2019-09-24,26,2019,9,24,1,0,4,30.0,24.9,5.100000000000001,391.6,1,0,0,0,29.0,35.0,32.142857142857146,34.857142857142854,31.985317382152537,5.014265364224443,26.0,41.0
2019-09-25,20,2019,9,25,2,0,4,28.8,25.2,3.6000000000000014,835.1999999999999,1,0,0,0,26.0,29.0,30.857142857142858,32.57142857142857,28.9889880366144,6.792853387411004,20.0,41.0
2019-09-26,29,2019,9,26,3,0,4,29.5,25.7,3.8000000000000007,204.7,1,0,0,0,20.0,32.0,30.428571428571427,31.214285714285715,28.9917410274608,6.803360514166391,20.0,41.0
2019-09-27,38,2019,9,27,4,0,4,29.9,25.3,4.599999999999998,79.2,1,0,0,0,29.0,32.0,31.285714285714285,31.285714285714285,31.2438057705956,7.38724769934192,20.0,41.0
2019-09-28,32,2019,9,28,5,1,4,29.5,25.1,4.399999999999999,26.4,1,0,0,0,38.0,36.0,30.714285714285715,30.785714285714285,31.4328543279467,7.111359122659508,20.0,41.0
2019-09-29,33,2019,9,29,6,1,4,29.1,25.5,3.6000000000000014,308.0,1,1,0,0,32.0,41.0,29.571428571428573,31.428571428571427,31.824640745960025,5.682051943243616,20.0,38.0
2019-09-30,26,2019,9,30,0,0,4,29.0,25.4,3.6000000000000014,244.9,1,0,0,0,33.0,29.0,29.142857142857142,31.285714285714285,30.36848055947002,5.84318895320539,20.0,38.0
2019-10-01,30,2019,10,1,1,0,4,30.1,25.5,4.600000000000001,72.0,1,0,0,0,26.0,26.0,29.714285714285715,30.928571428571427,30.276360419602515,5.67786009321289,20.0,38.0
2019-10-02,38,2019,10,2,2,0,4,30.8,24.9,5.900000000000002,134.39999999999998,1,1,0,0,30.0,20.0,32.285714285714285,31.571428571428573,32.20727031470189,4.498677054212598,26.0,38.0
2019-10-03,42,2019,10,3,3,0,4,30.3,25.9,4.400000000000002,90.9,1,0,0,0,38.0,29.0,34.142857142857146,32.285714285714285,34.65545273602642,5.490251100164768,26.0,42.0
2019-10-04,45,2019,10,4,4,0,4,30.5,25.3,5.199999999999999,129.6,1,1,0,0,42.0,38.0,35.142857142857146,33.214285714285715,37.24158955201982,6.792853387410935,26.0,45.0
2019-10-05,36,2019,10,5,5,1,4,30.0,25.2,4.800000000000001,97.9,1,1,0,0,45.0,32.0,35.714285714285715,33.214285714285715,36.93119216401486,6.651172470933091,26.0,45.0
2019-10-06,51,2019,10,6,6,1,4,30.2,25.7,4.5,151.5,1,1,0,0,36.0,33.0,38.285714285714285,33.92857142857143,40.44839412301114,8.616153157766963,26.0,51.0
2019-10-07,41,2019,10,7,0,0,4,30.8,25.6,5.199999999999999,136.0,1,1,0,0,51.0,26.0,40.42857142857143,34.785714285714285,40.58629559225835,6.704653678780346,30.0,51.0
2019-10-08,28,2019,10,8,1,0,4,30.6,24.7,5.900000000000002,210.0,1,1,0,0,41.0,30.0,40.142857142857146,34.92857142857143,37.439721694193764,7.244045173533391,28.0,51.0
2019-10-09,32,2019,10,9,2,0,4,30.2,25.2,5.0,31.5,1,0,0,0,28.0,38.0,39.285714285714285,35.785714285714285,36.07979127064532,7.867957924694569,28.0,51.0
2019-10-10,34,2019,10,10,3,0,4,30.6,25.7,4.900000000000002,18.0,1,0,0,0,32.0,42.0,38.142857142857146,36.142857142857146,35.55984345298399,7.988086367179955,28.0,51.0
2019-10-11,31,2019,10,11,4,0,4,30.2,25.7,4.5,69.60000000000001,1,0,0,0,34.0,45.0,36.142857142857146,35.642857142857146,34.419882589737995,7.733661733585633,28.0,51.0
2019-10-12,28,2019,10,12,5,1,4,30.2,26.2,4.0,117.6,1,0,0,0,31.0,36.0,35.0,35.357142857142854,32.814911942303496,8.326663997864722,28.0,51.0
2019-10-13,23,2019,10,13,6,1,4,30.5,25.9,4.600000000000001,78.39999999999999,1,1,0,0,28.0,51.0,31.0,34.642857142857146,30.361183956727622,5.656854249492744,23.0,41.0
2019-10-14,29,2019,10,14,0,0,4,30.3,25.6,4.699999999999999,370.5,1,0,0,0,23.0,41.0,29.285714285714285,34.857142857142854,30.02088796754572,3.5456210417123093,23.0,34.0
2019-10-15,36,2019,10,15,1,0,4,29.9,25.1,4.799999999999997,1557.5,1,0,0,0,29.0,28.0,30.428571428571427,35.285714285714285,31.51566597565929,4.276179870599287,23.0,36.0
2019-10-16,28,2019,10,16,2,0,4,28.3,24.8,3.5,757.5,1,0,0,0,36.0,32.0,29.857142857142858,34.57142857142857,30.636749481744467,4.2983939414849885,23.0,36.0
2019-10-17,43,2019,10,17,3,0,4,28.5,24.9,3.6000000000000014,1197.0,1,1,0,0,28.0,34.0,31.142857142857142,34.642857142857146,33.72756211130835,6.517376042257693,23.0,43.0
2019-10-18,43,2019,10,18,4,0,4,29.2,25.0,4.199999999999999,698.4,1,0,0,0,43.0,31.0,32.857142857142854,34.5,36.045671583481266,7.904188160475062,23.0,43.0
2019-10-19,46,2019,10,19,5,1,4,28.6,25.3,3.3000000000000007,562.6,1,0,0,0,43.0,28.0,35.42857142857143,35.214285714285715,38.53425368761095,8.92295061171195,23.0,46.0
2019-10-20,20,2019,10,20,6,1,4,27.8,25.4,2.400000000000002,1333.0,1,1,0,0,46.0,23.0,35.0,33.0,33.900690265708214,9.660917830793123,20.0,46.0
2019-10-21,31,2019,10,21,0,0,4,28.5,23.9,4.600000000000001,1818.3,1,0,0,0,20.0,29.0,35.285714285714285,32.285714285714285,33.17551769928116,9.481812163545795,20.0,46.0
2019-10-22,29,2019,10,22,1,0,4,26.2,23.6,2.599999999999998,1486.8,1,0,0,0,31.0,36.0,34.285714285714285,32.357142857142854,32.13163827446087,9.759000729485503,20.0,46.0
2019-10-23,35,2019,10,23,2,0,4,31.1,24.0,7.100000000000001,324.0,1,0,0,0,29.0,28.0,35.285714285714285,32.57142857142857,32.84872870584565,9.357960705807205,20.0,46.0
2019-10-24,28,2019,10,24,3,0,4,27.5,23.9,3.6000000000000014,1513.0,1,0,0,0,35.0,43.0,33.142857142857146,32.142857142857146,31.63654652938424,9.007933011677029,20.0,46.0
2019-10-25,25,2019,10,25,4,0,4,30.4,24.6,5.799999999999997,120.9,1,0,0,0,28.0,43.0,30.571428571428573,31.714285714285715,29.97740989703818,8.263517065131444,20.0,46.0
2019-10-26,2,2019,10,26,5,1,4,29.7,24.9,4.800000000000001,1005.8000000000001,1,0,0,0,25.0,46.0,24.285714285714285,29.857142857142858,22.983057422778636,10.889050857234274,2.0,35.0
2019-10-27,0,2019,10,27,6,1,4,29.7,24.7,5.0,48.0,1,1,0,0,2.0,20.0,21.428571428571427,28.214285714285715,17.237293067083975,14.29285535803539,0.0,35.0
2019-10-28,0,2019,10,28,0,0,4,29.0,24.9,4.100000000000001,784.4000000000001,1,1,0,0,0.0,31.0,17.0,26.142857142857142,12.927969800312981,15.57776192739748,0.0,35.0
2019-10-29,4,2019,10,29,1,0,4,27.6,25.1,2.5,2042.5,1,1,0,0,0.0,29.0,13.428571428571429,23.857142857142858,10.695977350234736,15.22998295968809,0.0,35.0
2019-10-30,2,2019,10,30,2,0,4,26.8,24.8,2.0,3057.6,1,0,0,0,4.0,35.0,8.714285714285714,22.0,8.521983012676053,12.257165057145356,0.0,28.0
2019-10-31,2,2019,10,31,3,0,4,28.2,24.5,3.6999999999999993,677.6,1,1,0,0,2.0,28.0,5.0,19.071428571428573,6.8914872595070396,8.925618559331195,0.0,25.0
2019-11-01,3,2019,11,1,4,0,4,29.6,24.1,5.5,211.20000000000002,1,0,0,0,2.0,25.0,1.8571428571428572,16.214285714285715,5.91861544463028,1.4638501094267624,0.0,4.0
2019-11-02,3,2019,11,2,5,1,4,29.3,24.4,4.900000000000002,101.0,1,1,0,0,3.0,2.0,2.0,13.142857142857142,5.18896158347271,1.5275252316557322,0.0,4.0
2019-11-03,2,2019,11,3,6,1,4,29.9,24.5,5.399999999999999,81.0,1,1,0,0,3.0,0.0,2.2857142857142856,11.857142857142858,4.391721187604532,1.2535663410606008,0.0,4.0
2019-11-04,2,2019,11,4,0,0,4,30.3,24.8,5.5,0.0,0,0,0,0,2.0,0.0,2.5714285714285716,9.785714285714286,3.7937908907033995,0.7867957924766994,2.0,4.0
2019-11-05,2,2019,11,5,1,0,4,30.8,23.4,7.400000000000002,0.0,0,0,0,0,2.0,4.0,2.2857142857142856,7.857142857142857,3.34534316802755,0.48795003648604157,2.0,3.0
2019-11-06,0,2019,11,6,2,0,4,31.0,23.6,7.399999999999999,0.0,0,0,0,0,2.0,2.0,2.0,5.357142857142857,2.509007376020662,1.000000000005782,0.0,3.0
2019-11-07,4,2019,11,7,3,0,4,30.3,23.9,6.400000000000002,50.5,1,0,0,0,0.0,2.0,2.2857142857142856,3.642857142857143,2.8817555320154966,1.2535663410606008,0.0,4.0
2019-11-08,2,2019,11,8,4,0,4,31.6,24.5,7.100000000000001,24.599999999999998,1,0,0,0,4.0,3.0,2.142857142857143,2.0,2.6613166490116225,1.2149857925926557,0.0,4.0
2019-11-09,4,2019,11,9,5,1,4,31.4,24.8,6.599999999999998,121.8,1,0,0,0,2.0,3.0,2.2857142857142856,2.142857142857143,2.995987486758717,1.3801311186888716,0.0,4.0
2019-11-10,7,2019,11,10,6,1,4,30.4,24.7,5.699999999999999,96.80000000000001,1,1,0,0,4.0,2.0,3.0,2.642857142857143,3.9969906150690377,2.236067977502319,0.0,7.0
2019-11-11,1,2019,11,11,0,0,4,29.9,23.2,6.699999999999999,0.0,0,0,0,0,7.0,2.0,2.857142857142857,2.7142857142857144,3.2477429613017783,2.3401261667273032,0.0,7.0
2019-11-12,5,2019,11,12,1,0,4,29.8,25.3,4.5,51.0,1,1,0,0,1.0,2.0,3.2857142857142856,2.7857142857142856,3.6858072209763337,2.429971585178136,0.0,7.0
2019-11-13,2,2019,11,13,2,0,4,29.6,25.5,4.100000000000001,200.0,1,0,0,0,5.0,0.0,3.5714285714285716,2.7857142857142856,3.2643554157322505,2.070196678029759,1.0,7.0
2019-11-14,2,2019,11,14,3,0,4,28.1,24.5,3.6000000000000014,1040.6,1,0,0,0,2.0,4.0,3.2857142857142856,2.7857142857142856,2.948266561799188,2.138089935302023,1.0,7.0
2019-11-15,4,2019,11,15,4,0,4,28.1,24.3,3.8000000000000007,833.0,1,0,0,0,2.0,2.0,3.5714285714285716,2.857142857142857,3.211199921349391,2.070196678029759,1.0,7.0
2019-11-16,8,2019,11,16,5,1,4,29.0,24.6,4.399999999999999,357.0,1,0,0,0,4.0,4.0,4.142857142857143,3.2142857142857144,4.408399941012044,2.672612419126305,1.0,8.0
2019-11-17,9,2019,11,17,6,1,4,29.0,24.1,4.899999999999999,520.0,1,1,0,0,8.0,7.0,4.428571428571429,3.7142857142857144,5.556299955759033,3.1014589500843894,1.0,9.0
2019-11-18,2,2019,11,18,0,0,4,28.7,25.6,3.099999999999998,352.59999999999997,1,0,0,0,9.0,1.0,4.571428571428571,3.7142857142857144,4.6672249668192745,2.9358214555824964,2.0,9.0
2019-11-19,4,2019,11,19,1,0,4,29.0,24.4,4.600000000000001,142.79999999999998,1,0,0,0,2.0,5.0,4.428571428571429,3.857142857142857,4.500418725114455,2.9358214555825026,2.0,9.0
2019-11-20,6,2019,11,20,2,0,4,27.8,24.4,3.400000000000002,1742.5,1,0,0,0,4.0,2.0,5.0,4.285714285714286,4.875314043835841,2.768874620974642,2.0,9.0
2019-11-21,6,2019,11,21,3,0,4,28.7,25.0,3.6999999999999993,748.8,1,0,0,0,6.0,2.0,5.571428571428571,4.428571428571429,5.15648553287688,2.4397501823735173,2.0,9.0
2019-11-22,32,2019,11,22,4,0,4,28.7,24.6,4.099999999999998,546.0,1,0,0,0,6.0,4.0,9.571428571428571,6.571428571428571,11.86736414965766,10.162957949618995,2.0,32.0
2019-11-23,27,2019,11,23,5,1,4,27.6,24.0,3.6000000000000014,559.0,1,0,0,0,32.0,8.0,12.285714285714286,8.214285714285714,15.650523112243246,12.03763938256878,2.0,32.0
2019-11-24,24,2019,11,24,6,1,4,29.1,24.7,4.400000000000002,18.6,1,1,0,0,27.0,9.0,14.428571428571429,9.428571428571429,17.737892334182433,12.673557023150842,2.0,32.0
2019-11-25,28,2019,11,25,0,0,4,28.4,24.1,4.299999999999997,904.7,1,0,0,0,24.0,2.0,18.142857142857142,11.357142857142858,20.303419250636825,12.22604557803536,4.0,32.0
2019-11-26,20,2019,11,26,1,0,4,28.7,24.6,4.099999999999998,273.0,1,0,0,0,28.0,4.0,20.428571428571427,12.428571428571429,20.22756443797762,10.517559014289128,6.0,32.0
